"emp_id","emp_code","emp_name_ar","emp_name_en","emp_gender","job_id","birth_date","hire_date","work_date","mobile","home_tel","address","card_id","card_date","card_place","active","max_disc_per","max_disc_money","show_buy","show_cash_disk_history","show_total_sales_report","use_compu","username","pass","insert_date","insert_uid","update_uid","update_date","deleted","salary_typ","basic_salary","more_salary","emp_cust_max_money","emp_add_product","emp_edit_product","emp_r_sale_date","emp_r_sale_bill_num","emp_add_cust","emp_edit_cust","emp_del_cust","emp_commission1","emp_commission2","emp_edit_sell_price","absence_money","allaw_r_sale","numof_customer","emp_show_money","emp_change_cash_disk","allaw_sale_credit","allaw_un_sale","allaw_sale_delivery","cash_advance","allaw_save_cash_credit"
"1","1","صاحب المؤسسة","THE OWNER","ذكر","3","5/12/2024 2:35:00 PM","5/12/2024 2:35:00 PM","5/12/2024 2:35:00 PM","","","","","5/12/2024 2:35:24 PM","","0","10.0000","100.0000","0","1","1","1","1","1","1/2/1900 12:00:00 AM","May 12 2024  2:35PM","1","5/12/2024 2:35:24 PM","0","month","0.0000","0.0000","1","1","1","1","0","1","1","1","0","0","1","1.0000","1","0","0","0","1","1","1","0.0000","0"
